customer_id,customer_segment,region,subscription_plan,signup_date
CUST_00226,enterprise,NA,basic,2021-05-10
CUST_00227,small_business,APAC,premium,2021-10-01
CUST_00228,small_business,NA,standard,2021-06-24
CUST_00229,individual,LATAM,premium,2021-01-17
CUST_00230,individual,EU,premium,2021-11-07
CUST_00231,individual,APAC,premium,2020-09-23
CUST_00232,individual,MEA,premium,2021-03-05
CUST_00233,government,EU,basic,2021-08-05
CUST_00234,government,NA,basic,2020-08-19
CUST_00235,individual,EU,standard,2020-12-23
CUST_00236,individual,LATAM,enterprise,2022-10-17
CUST_00237,small_business,MEA,standard,2021-01-22
CUST_00238,individual,NA,standard,2021-02-10
CUST_00239,enterprise,EU,standard,2020-12-27
CUST_00240,enterprise,EU,standard,2021-04-09
CUST_00241,individual,APAC,enterprise,2022-05-14
CUST_00242,small_business,EU,basic,2021-03-24
CUST_00243,small_business,NA,basic,2022-03-01
CUST_00244,enterprise,NA,premium,2022-03-07
CUST_00245,individual,EU,basic,2021-11-06
CUST_00246,small_business,APAC,basic,2022-10-13
CUST_00247,small_business,EU,premium,2021-08-10
CUST_00248,enterprise,NA,standard,2022-04-16
CUST_00249,small_business,APAC,premium,2021-09-12
CUST_00250,enterprise,APAC,basic,2021-10-06
CUST_00251,government,MEA,basic,2021-10-24
CUST_00252,small_business,EU,standard,2021-12-04
CUST_00253,enterprise,NA,standard,2021-12-30
CUST_00254,small_business,MEA,basic,2020-09-04
CUST_00255,small_business,NA,standard,2021-01-29
CUST_00256,enterprise,MEA,enterprise,2020-11-29
CUST_00257,small_business,LATAM,basic,2020-10-05
CUST_00258,individual,APAC,basic,2022-06-21
CUST_00259,small_business,APAC,premium,2021-02-25
CUST_00260,small_business,NA,basic,2021-03-30
CUST_00261,small_business,NA,standard,2021-05-18
CUST_00262,individual,NA,enterprise,2022-02-01
CUST_00263,small_business,NA,basic,2021-06-28
CUST_00264,enterprise,EU,standard,2022-03-28
CUST_00265,enterprise,NA,premium,2021-08-26
CUST_00266,government,NA,premium,2020-09-30
CUST_00267,individual,MEA,basic,2022-05-15
CUST_00268,enterprise,APAC,enterprise,2020-08-18
CUST_00269,enterprise,EU,premium,2022-12-18
CUST_00270,individual,NA,standard,2020-11-26
CUST_00271,small_business,EU,premium,2021-12-17
CUST_00272,individual,NA,basic,2021-06-06
CUST_00273,individual,EU,standard,2021-03-22
CUST_00274,enterprise,LATAM,standard,2021-11-09
CUST_00275,individual,NA,basic,2021-08-15
CUST_00276,individual,NA,standard,2021-11-30
CUST_00277,small_business,APAC,premium,2021-06-27
CUST_00278,individual,APAC,basic,2021-11-03
CUST_00279,small_business,APAC,standard,2022-03-21
CUST_00280,individual,EU,standard,2022-05-05
CUST_00281,enterprise,NA,premium,2021-06-23
CUST_00282,enterprise,APAC,basic,2022-03-25
CUST_00283,individual,NA,premium,2021-09-23
CUST_00284,individual,NA,standard,2022-12-11
CUST_00285,individual,NA,enterprise,2020-10-18
CUST_00286,small_business,NA,premium,2022-06-03
CUST_00287,small_business,APAC,basic,2020-10-31
CUST_00288,individual,LATAM,basic,2020-08-05
CUST_00289,government,MEA,standard,2020-10-06
CUST_00290,individual,APAC,basic,2022-12-17
CUST_00291,individual,APAC,standard,2022-12-16
CUST_00292,individual,NA,premium,2021-07-12
CUST_00293,individual,NA,standard,2021-12-27
CUST_00294,small_business,NA,standard,2021-04-12
CUST_00295,individual,APAC,premium,2021-07-17
CUST_00296,individual,APAC,basic,2021-08-29
CUST_00297,enterprise,EU,basic,2021-01-02
CUST_00298,enterprise,NA,basic,2021-04-19
CUST_00299,individual,NA,standard,2021-05-12
CUST_00300,small_business,NA,enterprise,2021-07-07
CUST_00301,individual,EU,standard,2020-10-11
CUST_00302,small_business,LATAM,premium,2020-11-05
CUST_00303,small_business,LATAM,standard,2022-05-13
CUST_00304,individual,APAC,standard,2020-12-15
CUST_00305,individual,EU,premium,2021-12-14
CUST_00306,government,APAC,standard,2022-09-30
CUST_00307,enterprise,NA,basic,2020-12-06
CUST_00308,individual,NA,basic,2021-06-05
CUST_00309,small_business,APAC,standard,2020-07-21
CUST_00310,small_business,APAC,premium,2020-12-24
CUST_00311,individual,NA,standard,2022-09-17
CUST_00312,small_business,NA,premium,2022-05-17
CUST_00313,enterprise,EU,standard,2022-09-06
CUST_00314,enterprise,EU,premium,2020-08-19
CUST_00315,small_business,APAC,standard,2021-02-09
CUST_00316,small_business,NA,enterprise,2020-09-04
CUST_00317,small_business,NA,basic,2020-11-12
CUST_00318,individual,NA,basic,2020-07-25
CUST_00319,individual,APAC,basic,2020-12-04
CUST_00320,small_business,NA,premium,2022-05-26
CUST_00321,individual,EU,basic,2022-02-16
CUST_00322,small_business,APAC,standard,2022-10-07
CUST_00323,enterprise,NA,premium,2022-11-12
CUST_00324,small_business,NA,premium,2021-08-22
CUST_00325,small_business,EU,basic,2021-07-26
CUST_00326,individual,EU,basic,2021-02-06
CUST_00327,small_business,EU,standard,2022-05-21
CUST_00328,individual,EU,basic,2022-02-27
CUST_00329,government,APAC,premium,2022-03-11
CUST_00330,individual,NA,premium,2022-07-06
CUST_00331,individual,EU,basic,2021-06-08
CUST_00332,enterprise,APAC,basic,2020-08-02
CUST_00333,small_business,EU,standard,2022-10-14
CUST_00334,enterprise,EU,standard,2021-01-05
CUST_00335,small_business,NA,standard,2022-02-03
CUST_00336,individual,LATAM,standard,2021-01-25
CUST_00337,enterprise,NA,premium,2022-04-27
CUST_00338,individual,EU,basic,2020-07-24
CUST_00339,individual,NA,standard,2022-07-13
CUST_00340,individual,APAC,standard,2022-06-17
CUST_00341,enterprise,NA,premium,2020-09-15
CUST_00342,small_business,NA,basic,2022-04-14
CUST_00343,individual,EU,premium,2021-03-01
CUST_00344,individual,MEA,standard,2021-09-13
CUST_00345,enterprise,APAC,standard,2021-06-02
CUST_00346,small_business,MEA,standard,2021-03-30
CUST_00347,individual,EU,standard,2021-03-26
CUST_00348,individual,NA,basic,2021-07-31
CUST_00349,individual,EU,basic,2021-12-20
CUST_00350,enterprise,NA,premium,2020-08-09
CUST_00351,individual,EU,standard,2021-05-17
CUST_00352,small_business,APAC,premium,2021-09-28
CUST_00353,enterprise,EU,basic,2021-04-22
CUST_00354,small_business,NA,basic,2022-09-18
CUST_00355,enterprise,APAC,enterprise,2022-10-07
CUST_00356,small_business,NA,basic,2021-10-10
CUST_00357,government,EU,standard,2021-12-25
CUST_00358,individual,NA,standard,2022-01-20
CUST_00359,small_business,NA,standard,2022-01-24
CUST_00360,individual,NA,premium,2022-03-17
CUST_00361,individual,LATAM,enterprise,2021-04-24
CUST_00362,enterprise,NA,standard,2022-08-10
CUST_00363,enterprise,NA,premium,2021-02-22
CUST_00364,individual,EU,enterprise,2022-02-18
CUST_00365,small_business,APAC,standard,2022-08-24
CUST_00366,small_business,APAC,premium,2021-01-30
CUST_00367,enterprise,NA,premium,2021-07-30
CUST_00368,individual,EU,basic,2022-05-27
CUST_00369,individual,APAC,basic,2022-08-14
CUST_00370,individual,NA,premium,2021-07-31
CUST_00371,enterprise,APAC,premium,2022-11-24
CUST_00372,small_business,LATAM,standard,2021-04-30
CUST_00373,individual,NA,premium,2020-11-03
CUST_00374,small_business,LATAM,premium,2022-11-18
CUST_00375,individual,APAC,basic,2021-10-04
CUST_00376,small_business,APAC,premium,2022-05-07
CUST_00377,small_business,NA,premium,2021-09-08
CUST_00378,enterprise,NA,premium,2021-05-27
CUST_00379,government,EU,basic,2021-12-06
CUST_00380,small_business,EU,basic,2022-06-11
CUST_00381,enterprise,NA,basic,2021-03-16
CUST_00382,small_business,EU,enterprise,2021-01-03
CUST_00383,enterprise,LATAM,basic,2020-11-11
CUST_00384,individual,EU,standard,2020-09-03
CUST_00385,individual,LATAM,basic,2021-09-27
CUST_00386,enterprise,LATAM,standard,2021-11-22
CUST_00387,small_business,NA,enterprise,2021-12-14
CUST_00388,individual,NA,basic,2020-12-31
CUST_00389,small_business,APAC,basic,2022-03-14
CUST_00390,enterprise,EU,premium,2020-11-15
CUST_00391,small_business,EU,basic,2022-10-12
CUST_00392,individual,NA,basic,2020-12-18
CUST_00393,small_business,EU,premium,2022-05-03
CUST_00394,individual,NA,standard,2020-10-11
CUST_00395,small_business,NA,premium,2021-08-08
CUST_00396,small_business,NA,standard,2022-04-29
CUST_00397,small_business,NA,basic,2022-01-05
CUST_00398,individual,EU,premium,2022-10-06
CUST_00399,small_business,EU,enterprise,2021-06-23
CUST_00400,small_business,MEA,standard,2021-11-28
CUST_00401,enterprise,NA,standard,2021-12-15
CUST_00402,individual,NA,premium,2022-01-13
CUST_00403,individual,APAC,basic,2021-05-16
CUST_00404,small_business,NA,basic,2021-06-21
CUST_00405,individual,APAC,premium,2021-01-30
CUST_00406,small_business,APAC,standard,2020-09-23
CUST_00407,individual,APAC,enterprise,2022-11-25
CUST_00408,individual,NA,basic,2022-11-20
CUST_00409,individual,NA,standard,2020-09-19
CUST_00410,small_business,NA,premium,2022-06-20
CUST_00411,individual,LATAM,basic,2021-03-01
CUST_00412,individual,NA,standard,2021-11-18
CUST_00413,small_business,LATAM,standard,2022-06-24
CUST_00414,small_business,EU,enterprise,2021-07-19
CUST_00415,individual,NA,standard,2021-10-18
CUST_00416,small_business,APAC,standard,2022-02-07
CUST_00417,individual,NA,basic,2021-10-02
CUST_00418,small_business,EU,premium,2022-01-07
CUST_00419,individual,APAC,enterprise,2021-04-12
CUST_00420,government,NA,enterprise,2022-11-04
CUST_00421,individual,APAC,standard,2020-10-03
CUST_00422,small_business,NA,basic,2020-08-15
CUST_00423,small_business,APAC,basic,2022-10-25
CUST_00424,individual,APAC,standard,2021-05-31
CUST_00425,individual,NA,standard,2021-12-18
CUST_00426,individual,APAC,standard,2021-07-08
CUST_00427,individual,NA,basic,2022-09-07
CUST_00428,individual,NA,standard,2021-06-05
CUST_00429,individual,APAC,premium,2022-05-27
CUST_00430,government,NA,enterprise,2021-08-17
CUST_00431,individual,NA,basic,2022-07-09
CUST_00432,enterprise,EU,basic,2021-02-02
CUST_00433,government,MEA,premium,2021-01-05
CUST_00434,individual,EU,premium,2020-08-13
CUST_00435,individual,APAC,premium,2022-07-07
CUST_00436,enterprise,EU,basic,2022-06-10
CUST_00437,enterprise,NA,standard,2021-12-28
CUST_00438,small_business,EU,premium,2021-06-16
CUST_00439,individual,LATAM,basic,2021-11-20
CUST_00440,government,APAC,standard,2020-11-05
CUST_00441,individual,EU,basic,2022-02-11
CUST_00442,small_business,EU,premium,2022-01-14
CUST_00443,individual,APAC,standard,2021-05-10
CUST_00444,individual,MEA,standard,2020-07-26
CUST_00445,individual,NA,basic,2022-07-17
CUST_00446,individual,LATAM,basic,2021-07-19
CUST_00447,enterprise,APAC,basic,2021-03-22
CUST_00448,government,NA,standard,2021-04-12
CUST_00449,small_business,EU,basic,2021-05-17
CUST_00450,individual,APAC,premium,2021-04-22
CUST_00451,individual,LATAM,basic,2020-07-31
CUST_00452,individual,NA,standard,2021-05-21
CUST_00453,individual,NA,standard,2021-04-09
CUST_00454,small_business,EU,standard,2022-03-11
CUST_00455,small_business,NA,basic,2020-09-27
CUST_00456,small_business,NA,basic,2022-11-01
CUST_00457,individual,EU,standard,2022-01-18
CUST_00458,small_business,NA,premium,2020-12-11
CUST_00459,government,NA,standard,2020-11-14
CUST_00460,individual,EU,standard,2021-09-11
CUST_00461,individual,EU,basic,2022-11-11
CUST_00462,individual,EU,standard,2022-04-22
CUST_00463,government,LATAM,premium,2021-05-20
CUST_00464,small_business,NA,basic,2021-07-23
CUST_00465,small_business,LATAM,standard,2022-10-01
CUST_00466,government,EU,enterprise,2022-05-26
CUST_00467,small_business,NA,basic,2021-04-30
CUST_00468,enterprise,APAC,standard,2021-07-01
CUST_00469,individual,NA,basic,2022-04-06
CUST_00470,small_business,APAC,standard,2021-11-17
CUST_00471,individual,EU,standard,2022-03-12
CUST_00472,individual,EU,premium,2022-03-21
CUST_00473,enterprise,EU,standard,2022-08-23
CUST_00474,government,EU,premium,2022-01-19
CUST_00475,small_business,EU,basic,2021-04-25
CUST_00476,small_business,EU,basic,2022-08-14
CUST_00477,small_business,APAC,standard,2022-08-02
CUST_00478,small_business,EU,standard,2021-04-14
CUST_00479,individual,EU,standard,2020-08-22
CUST_00480,individual,NA,premium,2021-07-05
CUST_00481,small_business,EU,standard,2022-12-15
CUST_00482,individual,APAC,enterprise,2021-05-14
CUST_00483,individual,LATAM,premium,2021-03-28
CUST_00484,individual,EU,enterprise,2020-10-22
CUST_00485,government,EU,basic,2022-11-10
CUST_00486,small_business,NA,standard,2021-04-07
CUST_00487,enterprise,EU,premium,2022-04-28
CUST_00488,individual,LATAM,basic,2022-12-13
CUST_00489,individual,EU,standard,2022-06-07
CUST_00490,individual,APAC,enterprise,2020-07-22
CUST_00491,enterprise,APAC,premium,2021-07-19
CUST_00492,individual,NA,premium,2021-07-12
CUST_00493,individual,MEA,standard,2021-07-05
CUST_00494,individual,EU,premium,2020-12-24
CUST_00495,small_business,APAC,basic,2021-08-24
CUST_00496,individual,NA,standard,2022-05-16
CUST_00497,government,MEA,premium,2021-01-10
CUST_00498,individual,APAC,standard,2022-01-09
CUST_00499,small_business,LATAM,premium,2022-03-13
CUST_00500,individual,APAC,standard,2021-11-23
CUST_00501,enterprise,MEA,premium,2022-03-10
CUST_00502,individual,MEA,basic,2021-10-06
CUST_00503,small_business,APAC,basic,2020-09-06
CUST_00504,small_business,LATAM,premium,2022-08-14
CUST_00505,individual,APAC,basic,2022-11-11
CUST_00506,small_business,EU,standard,2022-11-09
CUST_00507,individual,NA,standard,2021-02-03
CUST_00508,enterprise,NA,standard,2022-07-24
CUST_00509,individual,LATAM,premium,2021-08-31
CUST_00510,small_business,APAC,basic,2022-03-15
CUST_00511,small_business,LATAM,basic,2021-05-24
CUST_00512,individual,APAC,premium,2022-11-24
CUST_00513,enterprise,NA,premium,2022-07-05
CUST_00514,government,NA,premium,2020-10-17
CUST_00515,small_business,LATAM,enterprise,2022-03-11
CUST_00516,enterprise,NA,standard,2022-09-14
CUST_00517,enterprise,NA,standard,2021-03-16
CUST_00518,small_business,EU,enterprise,2020-08-13
CUST_00519,small_business,NA,premium,2022-01-28
CUST_00520,individual,EU,basic,2022-06-25
CUST_00521,individual,NA,basic,2021-02-10
CUST_00522,enterprise,NA,premium,2021-11-12
CUST_00523,enterprise,EU,basic,2021-02-15
CUST_00524,individual,MEA,standard,2022-04-22
CUST_00525,individual,EU,standard,2022-04-03
CUST_00526,government,NA,premium,2022-12-21
CUST_00527,individual,EU,basic,2021-02-17
CUST_00528,individual,NA,standard,2021-08-05
CUST_00529,enterprise,LATAM,premium,2021-01-25
CUST_00530,individual,LATAM,basic,2021-04-12
CUST_00531,individual,MEA,standard,2021-09-23
CUST_00532,small_business,EU,standard,2021-06-18
CUST_00533,enterprise,APAC,premium,2020-09-08
CUST_00534,individual,NA,premium,2020-07-21
CUST_00535,enterprise,EU,standard,2021-12-27
CUST_00536,individual,EU,basic,2021-06-20
CUST_00537,enterprise,NA,standard,2022-07-17
CUST_00538,individual,EU,basic,2022-06-05
CUST_00539,small_business,EU,premium,2021-10-02
CUST_00540,enterprise,EU,standard,2021-09-21
CUST_00541,small_business,EU,premium,2022-02-20
CUST_00542,small_business,EU,premium,2020-11-29
CUST_00543,individual,NA,standard,2021-01-14
CUST_00544,individual,MEA,enterprise,2022-10-23
CUST_00545,government,EU,basic,2022-07-01
CUST_00546,enterprise,APAC,enterprise,2021-03-11
CUST_00547,government,EU,premium,2021-09-29
CUST_00548,enterprise,LATAM,standard,2021-02-01
CUST_00549,government,LATAM,basic,2020-08-04
CUST_00550,individual,NA,standard,2021-07-09
CUST_00551,individual,MEA,premium,2020-11-18
CUST_00552,individual,NA,premium,2021-06-23
CUST_00553,individual,EU,basic,2021-09-17
CUST_00554,individual,NA,enterprise,2020-12-20
CUST_00555,enterprise,NA,premium,2021-04-12
CUST_00556,enterprise,LATAM,basic,2022-06-04
CUST_00557,individual,EU,standard,2021-02-12
CUST_00558,small_business,NA,premium,2021-11-16
CUST_00559,individual,EU,premium,2020-10-29
CUST_00560,individual,EU,basic,2020-09-18
CUST_00561,enterprise,EU,standard,2020-11-01
CUST_00562,small_business,NA,standard,2022-08-08
CUST_00563,government,EU,standard,2022-03-26
CUST_00564,individual,LATAM,premium,2022-07-06
CUST_00565,small_business,EU,standard,2022-01-14
CUST_00566,government,APAC,premium,2022-02-09
CUST_00567,small_business,EU,basic,2022-06-27
CUST_00568,enterprise,EU,premium,2022-02-28
CUST_00569,enterprise,NA,standard,2022-11-03
CUST_00570,small_business,MEA,standard,2022-08-17
CUST_00571,individual,NA,standard,2022-10-13
CUST_00572,enterprise,APAC,basic,2020-12-21
CUST_00573,enterprise,NA,standard,2021-04-22
CUST_00574,small_business,LATAM,basic,2020-11-13
CUST_00575,small_business,APAC,basic,2022-06-02
CUST_00576,enterprise,NA,enterprise,2022-12-17
